25440000,LoadLibrary,lpFileName=C:\WINDOWS\system32\IMM32.DLL,Return=76390000
25572000,LoadLibrary,lpFileName=gdi32.dll,Return=77f10000
25531000,LoadLibrary,lpFileName=LPK.DLL,Return=629c0000
25584000,CreateFile,hName=C:\Documents,and,Settings\All,Users\Desktop\malware.exe,desiredAccess=GENERIC_READ,creationDisposition=OPEN_EXISTING,Return=3c
25584000,CreateFile,hName=C:\Documents,and,Settings\All,Users\Desktop\malware.exe,desiredAccess=GENERIC_READ,creationDisposition=OPEN_EXISTING,Return=3c
25588000,CreateFile,hName=C:\DOCUME~1\ants\LOCALS~1\Temp\gentee00.tmp,desiredAccess=GENERIC_READ,GENERIC_WRITE,creationDisposition=CREATE_ALWAYS,Return=3c
25588000,CreateFile,hName=C:\DOCUME~1\ants\LOCALS~1\Temp\gentee00.tmp,desiredAccess=GENERIC_READ,GENERIC_WRITE,creationDisposition=CREATE_ALWAYS,Return=3c
28096000,CreateFile,hName=C:\DOCUME~1\ants\LOCALS~1\Temp\gentee00\gentee.dll,desiredAccess=GENERIC_READ,GENERIC_WRITE,creationDisposition=CREATE_ALWAYS,Return=40
28096000,CreateFile,hName=C:\DOCUME~1\ants\LOCALS~1\Temp\gentee00\gentee.dll,desiredAccess=GENERIC_READ,GENERIC_WRITE,creationDisposition=CREATE_ALWAYS,Return=40
28288000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\SYSTEM\Setup\SystemSetupInProgress,Return=0
28322000,LoadLibrary,lpFileName=comctl32.dll,Return=773d0000
28357000,LoadLibrary,lpFileName=comctl32.dll,Return=773d0000
28411000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Session,Manager\CriticalSectionTimeout,Return=0
28412000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\Ole\RWLockResourceTimeOut,Return=2
28426000,CreateFile,hName=C:\WINDOWS\WindowsShell.Manifest,desiredAccess=GENERIC_READ,creationDisposition=OPEN_EXISTING,Return=54
28457000,RegQueryValue,hKey=HKEY_CURRENT_USER\Control,Panel\Desktop\SmoothScroll,Return=2
28459000,RegQueryValue,hKey=HKEY_CURRENT_USER\software\Microsoft\Windows\CurrentVersion\Explorer\Advanced\EnableBalloonTips,Return=2
28459000,RegEnumValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\Windows,NT\CurrentVersion\LanguagePack\SURR,Return=0,type=REG_DWORD,data=2
28100000,LoadLibrary,lpFileName=C:\DOCUME~1\ants\LOCALS~1\Temp\gentee00\gentee.dll,Return=10000000
30299000,RegQueryValue,hKey=HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\ThemeManager\Compositing,Return=2
